time,station,cglo,cglo_flag,dd,dd_flag,ddx,ddx_flag,ff,ff_flag,ffx,ffx_flag,p,p_flag,pred,pred_flag,rf,rf_flag,rr,rr_flag,rrm,rrm_flag,sh,sh_flag,so_h,so_h_flag,tb10,tb100,tb100_flag,tb10_flag,tb20,tb200,tb200_flag,tb20_flag,tb50,tb50_flag,tl,tl_flag,tsmin,tsmin_flag,zeitx,zeitx_flag
2008-01-01T00:00+00:00,5917,0,0,304,10,303,10,3.5,10,6.8,10,1001.1,10,,,88,10,0.0,10,0,10,,,0.0,10,0.5,,,10,1.1,,,10,2.2,10,1.3,10,0.2,10,56,10
2008-01-01T01:00+00:00,5917,0,0,308,10,308,10,3.4,10,7.7,10,1001.1,10,,,90,10,0.0,10,0,10,,,0.0,10,0.5,,,10,1.1,,,10,2.2,10,1.0,10,0.3,10,134,10
2008-01-01T02:00+00:00,5917,0,0,314,10,336,10,2.8,10,7.3,10,1000.9,10,,,95,10,0.3,10,45,10,,,0.0,10,0.6,,,10,1.1,,,10,2.2,10,0.4,10,0.2,10,235,10
2008-01-01T03:00+00:00,5917,0,0,308,10,303,10,2.6,10,5.2,10,1000.5,10,,,96,10,0.1,10,21,10,,,0.0,10,0.6,,,10,1.1,,,10,2.2,10,0.5,10,0.2,10,343,10
2008-01-01T04:00+00:00,5917,0,0,320,10,325,10,2.6,10,6.4,10,1000.4,10,,,93,10,0.2,10,36,10,,,0.0,10,0.6,,,10,1.1,,,10,2.2,10,0.4,10,0.2,10,436,10
2008-01-01T05:00+00:00,5917,0,0,305,10,302,10,2.5,10,5.7,10,1000.2,10,,,94,10,0.0,10,12,10,,,0.0,10,0.6,,,10,1.1,,,10,2.2,10,0.6,10,0.2,10,555,10
2008-01-01T06:00+00:00,5917,0,0,308,10,304,10,2.9,10,6.1,10,1000.2,10,,,93,10,0.0,10,10,10,,,0.0,10,0.6,,,10,1.1,,,10,2.2,10,0.8,10,0.2,10,623,10
2008-01-01T07:00+00:00,5917,1,0,322,10,323,10,3.4,10,6.9,10,1000.3,10,,,88,10,0.0,10,0,10,,,0.0,10,0.6,,,10,1.1,,,10,2.2,10,1.0,10,0.2,10,721,10
2008-01-01T08:00+00:00,5917,28,0,320,10,319,10,3.0,10,6.3,10,1000.4,10,,,87,10,0.0,10,0,10,,,0.0,10,0.6,,,10,1.2,,,10,2.2,10,1.2,10,0.2,10,837,10
2008-01-01T09:00+00:00,5917,42,0,327,10,326,10,3.2,10,6.6,10,1000.8,10,,,86,10,0.0,10,4,10,,,0.0,10,0.6,,,10,1.2,,,10,2.2,10,1.3,10,0.2,10,958,10
2008-01-01T10:00+00:00,5917,84,0,323,10,318,10,3.6,10,7.2,10,1000.5,10,,,83,10,0.0,10,0,10,,,0.0,10,0.6,,,10,1.2,,,10,2.2,10,1.5,10,0.6,10,1035,10
2008-01-01T11:00+00:00,5917,90,0,342,10,326,10,4.5,10,7.3,10,1000.4,10,,,82,10,0.0,10,0,10,,,0.0,10,0.6,,,10,1.2,,,10,2.2,10,1.3,10,1.0,10,1117,10
2008-01-01T12:00+00:00,5917,98,0,346,10,327,10,4.7,10,8.9,10,1000.1,10,,,80,10,0.0,10,0,10,,,0.0,10,0.6,,,10,1.2,,,10,2.2,10,1.3,10,0.9,10,1245,10
2008-01-01T13:00+00:00,5917,137,0,337,10,347,10,4.7,10,7.9,10,1000.0,10,,,78,10,0.0,10,0,10,,,0.4,10,0.6,,,10,1.2,,,10,2.2,10,1.1,10,0.6,10,1325,10
2008-01-01T14:00+00:00,5917,99,0,335,10,339,10,4.6,10,7.5,10,1000.1,10,,,77,10,0.0,10,0,10,,,0.3,10,0.6,,,10,1.2,,,10,2.2,10,1.0,10,0.4,10,1426,10
2008-01-01T15:00+00:00,5917,25,0,338,10,356,10,5.1,10,8.1,10,1000.3,10,,,79,10,0.0,10,0,10,,,0.0,10,0.6,,,10,1.2,,,10,2.2,10,1.0,10,-0.1,10,1547,10
2008-01-01T16:00+00:00,5917,0,0,338,10,325,10,4.8,10,8.0,10,1000.4,10,,,77,10,0.0,10,0,10,,,0.0,10,0.6,,,10,1.2,,,10,2.2,10,1.0,10,0.1,10,1619,10
2008-01-01T17:00+00:00,5917,0,0,328,10,336,10,3.7,10,7.2,10,1000.5,10,,,79,10,0.0,10,0,10,,,0.0,10,0.6,,,10,1.2,,,10,2.2,10,1.0,10,0.1,10,1707,10
2008-01-01T18:00+00:00,5917,0,0,331,10,347,10,3.4,10,6.5,10,1000.7,10,,,80,10,0.0,10,0,10,,,0.0,10,0.6,,,10,1.2,,,10,2.2,10,0.7,10,-0.5,10,1829,10
2008-01-01T19:00+00:00,5917,0,0,5,10,336,10,2.3,10,5.2,10,1000.9,10,,,84,10,0.0,10,0,10,,,0.0,10,0.6,,,10,1.2,,,10,2.2,10,0.6,10,-0.5,10,2000,10
