time,station,cglo,cglo_flag,dd,dd_flag,ddx,ddx_flag,ff,ff_flag,ffx,ffx_flag,p,p_flag,pred,pred_flag,rf,rf_flag,rr,rr_flag,rrm,rrm_flag,sh,sh_flag,so_h,so_h_flag,tb10,tb100,tb100_flag,tb10_flag,tb20,tb200,tb200_flag,tb20_flag,tb50,tb50_flag,tl,tl_flag,tsmin,tsmin_flag,zeitx,zeitx_flag
2008-01-01T00:00+00:00,5935,0.0,0,293,10,293.0,10,2.1,10,4.7,10,1006.4,10,,,86,10,0.0,10,0,10,,,0.0,10,0.3,,,0,1.0,,,0,,,1.4,10,0.1,10,37,10
2008-01-01T01:00+00:00,5935,0.0,0,300,10,272.0,10,2.2,10,5.1,10,1006.5,10,,,87,10,0.0,10,19,10,,,0.0,10,0.3,,,0,1.0,,,0,,,1.3,10,0.2,10,105,10
2008-01-01T02:00+00:00,5935,0.0,0,299,10,333.0,10,2.2,10,5.6,10,1006.3,10,,,92,10,0.1,10,43,10,,,0.0,10,0.3,,,0,1.0,,,0,,,0.7,10,0.1,10,205,10
2008-01-01T03:00+00:00,5935,0.0,0,303,10,284.0,10,2.5,10,5.7,10,1005.9,10,,,92,10,0.0,10,12,10,,,0.0,10,0.3,,,0,1.0,,,0,,,0.7,10,0.1,10,326,10
2008-01-01T04:00+00:00,5935,0.0,0,303,10,312.0,10,2.1,10,6.4,10,1005.6,10,,,92,10,0.0,10,28,10,,,0.0,10,0.3,,,0,1.0,,,0,,,0.5,10,0.1,10,420,10
2008-01-01T05:00+00:00,5935,0.0,0,296,10,307.0,10,1.8,10,3.9,10,1005.5,10,,,92,10,0.0,10,0,10,,,0.0,10,0.3,,,0,1.0,,,0,,,0.7,10,0.1,10,547,10
2008-01-01T06:00+00:00,5935,0.0,0,305,10,308.0,10,2.0,10,4.8,10,1005.6,10,,,92,10,0.0,10,15,10,,,0.0,10,0.3,,,0,1.0,,,0,,,0.7,10,0.1,10,619,10
2008-01-01T07:00+00:00,5935,1.0,0,315,10,314.0,10,2.0,10,5.0,10,1005.6,10,,,89,10,0.0,10,8,10,,,0.0,10,0.3,,,0,1.0,,,0,,,0.8,10,0.1,10,726,10
2008-01-01T08:00+00:00,5935,33.0,0,303,10,295.0,10,1.8,10,4.5,10,1005.7,10,,,89,10,0.0,10,0,10,,,0.0,10,0.3,,,0,1.0,,,0,,,1.0,10,0.1,10,827,10
2008-01-01T09:00+00:00,5935,65.0,0,307,10,326.0,10,2.1,10,4.6,10,1006.1,10,,,85,10,0.0,10,0,10,,,0.0,10,0.3,,,0,1.0,,,0,,,1.4,10,0.3,10,922,10
2008-01-01T10:00+00:00,5935,93.0,0,320,10,320.0,10,2.0,10,4.7,10,1006.0,10,,,82,10,0.0,10,0,10,,,0.0,10,0.3,,,0,1.0,,,0,,,1.5,10,0.9,10,1038,10
2008-01-01T11:00+00:00,5935,95.0,0,341,10,293.0,10,1.5,10,4.2,10,1005.8,10,,,83,10,0.0,10,0,10,,,0.0,10,0.3,,,0,1.0,,,0,,,1.5,10,1.2,10,1103,10
2008-01-01T12:00+00:00,5935,150.0,0,341,10,352.0,10,1.8,10,4.6,10,1005.5,10,,,80,10,0.0,10,0,10,,,0.3,10,0.3,,,0,1.0,,,0,,,1.7,10,1.0,10,1244,10
2008-01-01T13:00+00:00,5935,207.0,0,315,10,299.0,10,2.3,10,5.4,10,1005.4,10,,,78,10,0.0,10,0,10,,,0.9,10,0.3,,,0,1.0,,,0,,,1.7,10,1.0,10,1356,10
2008-01-01T14:00+00:00,5935,156.0,0,317,10,312.0,10,2.3,10,5.6,10,1005.5,10,,,76,10,0.0,10,0,10,,,1.0,10,0.3,,,0,1.0,,,0,,,1.7,10,0.3,10,1441,10
2008-01-01T15:00+00:00,5935,33.0,0,329,10,321.0,10,1.9,10,4.8,10,1005.7,10,,,79,10,0.0,10,0,10,,,0.1,10,0.3,,,0,1.0,,,0,,,1.2,10,0.4,10,1540,10
2008-01-01T16:00+00:00,5935,3.0,0,314,10,302.0,10,1.7,10,4.3,10,1005.7,10,,,81,10,0.0,10,0,10,,,0.0,10,0.3,,,0,1.0,,,0,,,0.9,10,-0.2,10,1655,10
2008-01-01T17:00+00:00,5935,0.0,0,309,10,318.0,10,1.8,10,4.4,10,1006.0,10,,,82,10,0.0,10,0,10,,,0.0,10,0.3,,,0,1.0,,,0,,,0.8,10,-0.4,10,1704,10
2008-01-01T18:00+00:00,5935,0.0,0,316,10,331.0,10,1.8,10,4.6,10,1005.9,10,,,84,10,0.0,10,0,10,,,0.0,10,0.3,,,0,1.0,,,0,,,0.3,10,-1.3,10,1824,10
2008-01-01T19:00+00:00,5935,0.0,0,13,10,336.0,10,0.9,10,2.7,10,1006.2,10,,,86,10,0.0,10,0,10,,,0.0,10,0.3,,,0,1.0,,,0,,,0.1,10,-1.8,10,1907,10
2008-01-01T20:00+00:00,5935,0.0,0,349,10,16.0,10,1.1,10,2.8,10,1006.3,10,,,87,10,0.0,10,0,10,,,0.0,10,0.3,,,0,1.0,,,0,,,-0.1,10,-0.6,10,2011,10
2008-01-01T21:00+00:00,5935,0.0,0,329,10,345.0,10,1.0,10,2.2,10,1006.1,10,,,87,10,0.0,10,0,10,,,0.0,10,0.3,,,0,1.0,,,0,,,-0.4,10,-2.5,10,2132,10
2008-01-01T22:00+00:00,5935,0.0,0,333,10,316.0,10,0.9,10,2.2,10,1006.0,10,,,89,10,0.0,10,0,10,,,0.0,10,0.3,,,0,1.0,,,0,,,-1.0,10,-3.6,10,2207,10
2008-01-01T23:00+00:00,5935,0.0,0,324,10,324.0,10,1.1,10,3.4,10,1006.0,10,,,85,10,0.0,10,0,10,,,0.0,10,0.4,,,0,1.0,,,0,,,-0.9,10,-2.6,10,2335,10
2008-01-02T00:00+00:00,5935,0.0,0,326,10,263.0,10,0.9,10,3.1,10,1006.1,10,,,86,10,0.0,10,15,10,,,0.0,10,0.4,,,0,1.0,,,0,,,-1.0,10,-2.1,10,7,10
2008-01-02T01:00+00:00,5935,0.0,0,305,10,313.0,10,1.8,10,3.9,10,1006.0,10,,,88,10,0.0,10,23,10,,,0.0,10,0.4,,,0,1.0,,,0,,,-1.1,10,-1.5,10,139,10
2008-01-02T02:00+00:00,5935,0.0,0,312,10,309.0,10,1.4,10,3.1,10,1006.0,10,,,87,10,0.0,10,0,10,,,0.0,10,0.4,,,0,1.0,,,0,,,-1.1,10,-1.4,10,222,10
2008-01-02T03:00+00:00,5935,0.0,0,318,10,329.0,10,1.6,10,3.7,10,1006.0,10,,,87,10,0.0,10,19,10,,,0.0,10,0.3,,,0,1.0,,,0,,,-1.3,10,-1.6,10,319,10
2008-01-02T04:00+00:00,5935,0.0,0,327,10,337.0,10,1.2,10,3.7,10,1006.0,10,,,89,10,0.0,10,39,10,,,0.0,10,0.4,,,0,1.0,,,0,,,-1.3,10,-1.5,10,401,10
2008-01-02T05:00+00:00,5935,0.0,0,318,10,287.0,10,1.1,10,2.9,10,1006.0,10,,,91,10,0.1,10,60,10,,,0.0,10,0.4,,,0,1.0,,,0,,,-1.5,10,-1.5,10,527,10
2008-01-02T06:00+00:00,5935,0.0,0,321,10,315.0,10,0.8,10,2.8,10,1006.1,10,,,91,10,0.1,10,60,10,,,0.0,10,0.4,,,0,1.0,,,0,,,-1.5,10,-1.5,10,654,10
