time,station,tl_mittel,p_mittel,vv_mittel,rf_mittel,so_h,substation
2005-01-01T00:00+00:00,105,5.2,998.6,5.9,82.0,0.7,5904
2005-01-01T00:00+00:00,106,5.0,996.8,3.8,83.0,0.0,5805
2005-01-01T00:00+00:00,107,5.8,1000.1,6.7,81.0,1.1,5917
2005-01-01T00:00+00:00,4102,,,,,,
2005-01-01T00:00+00:00,4115,,,,,,
2005-01-01T00:00+00:00,4120,,,,,,
2005-01-01T00:00+00:00,5802,,,,,,
2005-01-01T00:00+00:00,5804,,,,,,
2005-01-01T00:00+00:00,5805,5.0,996.8,3.8,83.0,0.0,
2005-01-01T00:00+00:00,5808,,,,,,
2005-01-01T00:00+00:00,5901,,,,,,
2005-01-01T00:00+00:00,5902,,,,,,
2005-01-01T00:00+00:00,5904,5.2,998.6,5.9,82.0,0.7,
2005-01-01T00:00+00:00,5905,,,,,,
2005-01-01T00:00+00:00,5916,,,,,,
2005-01-01T00:00+00:00,5917,5.8,1000.1,6.7,81.0,1.1,
2005-01-01T00:00+00:00,5925,6.3,1003.8,5.9,81.0,0.9,
2005-01-01T00:00+00:00,5935,6.3,1004.7,3.8,78.0,0.1,
2005-01-01T00:00+00:00,5963,,,,,,
2005-01-01T00:00+00:00,5965,,,,,,
2005-01-02T00:00+00:00,105,6.7,993.2,3.2,76.0,1.1,5904
2005-01-02T00:00+00:00,106,5.8,991.3,2.6,84.0,1.4,5805
2005-01-02T00:00+00:00,107,6.5,995.0,3.8,81.0,1.5,5917
2005-01-02T00:00+00:00,4102,,,,,,
2005-01-02T00:00+00:00,4115,,,,,,
2005-01-02T00:00+00:00,4120,,,,,,
2005-01-02T00:00+00:00,5802,,,,,,
2005-01-02T00:00+00:00,5804,,,,,,
2005-01-02T00:00+00:00,5805,5.8,991.3,2.6,84.0,1.4,
2005-01-02T00:00+00:00,5808,,,,,,
2005-01-02T00:00+00:00,5901,,,,,,
2005-01-02T00:00+00:00,5902,,,,,,
2005-01-02T00:00+00:00,5904,6.7,993.2,3.2,76.0,1.1,
2005-01-02T00:00+00:00,5905,,,,,,
2005-01-02T00:00+00:00,5916,,,,,,
2005-01-02T00:00+00:00,5917,6.5,995.0,3.8,81.0,1.5,
2005-01-02T00:00+00:00,5925,7.8,998.4,3.2,75.0,1.3,
2005-01-02T00:00+00:00,5935,7.4,999.2,3.2,72.0,0.9,
2005-01-02T00:00+00:00,5963,,,,,,
2005-01-02T00:00+00:00,5965,,,,,,
2005-01-03T00:00+00:00,105,3.8,1000.4,7.5,73.0,3.2,5904
2005-01-03T00:00+00:00,106,4.0,998.6,5.9,71.0,2.8,5805
2005-01-03T00:00+00:00,107,4.4,1001.8,10.2,69.0,4.4,5917
2005-01-03T00:00+00:00,4102,,,,,,
2005-01-03T00:00+00:00,4115,,,,,,
2005-01-03T00:00+00:00,4120,,,,,,
2005-01-03T00:00+00:00,5802,,,,,,
2005-01-03T00:00+00:00,5804,,,,,,
2005-01-03T00:00+00:00,5805,4.0,998.6,5.9,71.0,2.8,
2005-01-03T00:00+00:00,5808,,,,,,
2005-01-03T00:00+00:00,5901,,,,,,
2005-01-03T00:00+00:00,5902,,,,,,
2005-01-03T00:00+00:00,5904,3.8,1000.4,7.5,73.0,3.2,
2005-01-03T00:00+00:00,5905,,,,,,
2005-01-03T00:00+00:00,5916,,,,,,
2005-01-03T00:00+00:00,5917,4.4,1001.8,10.2,69.0,4.4,
2005-01-03T00:00+00:00,5925,4.7,1005.5,7.5,73.0,3.4,
2005-01-03T00:00+00:00,5935,4.8,1006.5,5.2,69.0,3.1,
2005-01-03T00:00+00:00,5963,,,,,,
2005-01-03T00:00+00:00,5965,,,,,,
2005-01-04T00:00+00:00,105,5.9,998.1,10.2,66.0,0.1,5904
2005-01-04T00:00+00:00,106,5.8,996.3,7.5,64.0,0.1,5805
2005-01-04T00:00+00:00,107,6.3,999.5,10.2,61.0,0.5,5917
2005-01-04T00:00+00:00,4102,,,,,,
2005-01-04T00:00+00:00,4115,,,,,,
2005-01-04T00:00+00:00,4120,,,,,,
2005-01-04T00:00+00:00,5802,,,,,,
2005-01-04T00:00+00:00,5804,,,,,,
2005-01-04T00:00+00:00,5805,5.8,996.3,7.5,64.0,0.1,
2005-01-04T00:00+00:00,5808,,,,,,
2005-01-04T00:00+00:00,5901,,,,,,
2005-01-04T00:00+00:00,5902,,,,,,
2005-01-04T00:00+00:00,5904,5.9,998.1,10.2,66.0,0.1,
2005-01-04T00:00+00:00,5905,,,,,,
2005-01-04T00:00+00:00,5916,,,,,,
2005-01-04T00:00+00:00,5917,6.3,999.5,10.2,61.0,0.5,
2005-01-04T00:00+00:00,5925,6.7,1003.1,9.2,65.0,0.6,
2005-01-04T00:00+00:00,5935,6.8,1004.3,5.2,64.0,0.2,
2005-01-04T00:00+00:00,5963,,,,,,
2005-01-04T00:00+00:00,5965,,,,,,
2005-01-05T00:00+00:00,105,7.0,1001.6,6.7,52.0,0.6,5904
2005-01-05T00:00+00:00,106,7.3,999.6,5.2,47.0,1.1,5805
2005-01-05T00:00+00:00,107,8.5,1003.0,7.5,43.0,1.9,5917
2005-01-05T00:00+00:00,4102,,,,,,
2005-01-05T00:00+00:00,4115,,,,,,
2005-01-05T00:00+00:00,4120,,,,,,
2005-01-05T00:00+00:00,5802,,,,,,
2005-01-05T00:00+00:00,5804,,,,,,
2005-01-05T00:00+00:00,5805,7.3,999.6,5.2,47.0,1.1,
2005-01-05T00:00+00:00,5808,,,,,,
2005-01-05T00:00+00:00,5901,,,,,,
2005-01-05T00:00+00:00,5902,,,,,,
2005-01-05T00:00+00:00,5904,7.0,1001.6,6.7,52.0,0.6,
2005-01-05T00:00+00:00,5905,,,,,,
2005-01-05T00:00+00:00,5916,,,,,,
2005-01-05T00:00+00:00,5917,8.5,1003.0,7.5,43.0,1.9,
2005-01-05T00:00+00:00,5925,8.6,1006.6,5.9,49.0,1.0,
2005-01-05T00:00+00:00,5935,7.8,1007.6,3.8,52.0,0.3,
2005-01-05T00:00+00:00,5963,,,,,,
2005-01-05T00:00+00:00,5965,,,,,,
2005-01-06T00:00+00:00,105,8.1,1000.8,6.7,71.0,2.4,5904
2005-01-06T00:00+00:00,106,7.8,999.0,3.8,75.0,2.1,5805
2005-01-06T00:00+00:00,107,8.2,1002.7,3.8,76.0,2.6,5917
2005-01-06T00:00+00:00,4102,,,,,,
2005-01-06T00:00+00:00,4115,,,,,,
2005-01-06T00:00+00:00,4120,,,,,,
2005-01-06T00:00+00:00,5802,,,,,,
2005-01-06T00:00+00:00,5804,,,,,,
2005-01-06T00:00+00:00,5805,7.8,999.0,3.8,75.0,2.1,
2005-01-06T00:00+00:00,5808,,,,,,
2005-01-06T00:00+00:00,5901,,,,,,
2005-01-06T00:00+00:00,5902,,,,,,
2005-01-06T00:00+00:00,5904,8.1,1000.8,6.7,71.0,2.4,
2005-01-06T00:00+00:00,5905,,,,,,
2005-01-06T00:00+00:00,5916,,,,,,
2005-01-06T00:00+00:00,5917,8.2,1002.7,3.8,76.0,2.6,
2005-01-06T00:00+00:00,5925,9.0,1005.9,5.2,75.0,2.5,
2005-01-06T00:00+00:00,5935,9.1,1006.9,3.8,71.0,2.6,
2005-01-06T00:00+00:00,5963,,,,,,
2005-01-06T00:00+00:00,5965,,,,,,
2005-01-07T00:00+00:00,105,7.4,1004.8,4.5,65.0,4.2,5904
2005-01-07T00:00+00:00,106,7.8,1002.9,3.2,65.0,4.2,5805
2005-01-07T00:00+00:00,107,8.7,1006.6,2.1,71.0,4.4,5917
2005-01-07T00:00+00:00,4102,,,,,,
2005-01-07T00:00+00:00,4115,,,,,,
2005-01-07T00:00+00:00,4120,,,,,,
2005-01-07T00:00+00:00,5802,,,,,,
2005-01-07T00:00+00:00,5804,,,,,,
2005-01-07T00:00+00:00,5805,7.8,1002.9,3.2,65.0,4.2,
2005-01-07T00:00+00:00,5808,,,,,,
2005-01-07T00:00+00:00,5901,,,,,,
2005-01-07T00:00+00:00,5902,,,,,,
2005-01-07T00:00+00:00,5904,7.4,1004.8,4.5,65.0,4.2,
2005-01-07T00:00+00:00,5905,,,,,,
2005-01-07T00:00+00:00,5916,,,,,,
2005-01-07T00:00+00:00,5917,8.7,1006.6,2.1,71.0,4.4,
2005-01-07T00:00+00:00,5925,9.4,1010.0,2.6,63.0,4.6,
2005-01-07T00:00+00:00,5935,7.2,1011.2,2.6,64.0,4.1,
2005-01-07T00:00+00:00,5963,,,,,,
2005-01-07T00:00+00:00,5965,,,,,,
2005-01-08T00:00+00:00,105,7.4,998.6,2.6,71.0,8.2,5904
2005-01-08T00:00+00:00,106,6.0,996.7,1.0,79.0,7.9,5805
2005-01-08T00:00+00:00,107,5.9,1000.2,2.6,79.0,7.2,5917
2005-01-08T00:00+00:00,4102,,,,,,
2005-01-08T00:00+00:00,4115,,,,,,
2005-01-08T00:00+00:00,4120,,,,,,
2005-01-08T00:00+00:00,5802,,,,,,
2005-01-08T00:00+00:00,5804,,,,,,
2005-01-08T00:00+00:00,5805,6.0,996.7,1.0,79.0,7.9,
2005-01-08T00:00+00:00,5808,,,,,,
2005-01-08T00:00+00:00,5901,,,,,,
2005-01-08T00:00+00:00,5902,,,,,,
2005-01-08T00:00+00:00,5904,7.4,998.6,2.6,71.0,8.2,
2005-01-08T00:00+00:00,5905,,,,,,
2005-01-08T00:00+00:00,5916,,,,,,
2005-01-08T00:00+00:00,5917,5.9,1000.2,2.6,79.0,7.2,
2005-01-08T00:00+00:00,5925,8.8,1003.8,2.1,65.0,8.2,
2005-01-08T00:00+00:00,5935,6.2,1004.8,1.0,76.0,7.4,
2005-01-08T00:00+00:00,5963,,,,,,
2005-01-08T00:00+00:00,5965,,,,,,
2005-01-09T00:00+00:00,105,7.7,1002.9,4.5,73.0,0.2,5904
2005-01-09T00:00+00:00,106,5.2,1001.0,3.2,71.0,0.0,5805
2005-01-09T00:00+00:00,107,7.0,1004.5,4.5,71.0,0.0,5917
2005-01-09T00:00+00:00,4102,,,,,,
2005-01-09T00:00+00:00,4115,,,,,,
2005-01-09T00:00+00:00,4120,,,,,,
2005-01-09T00:00+00:00,5802,,,,,,
2005-01-09T00:00+00:00,5804,,,,,,
2005-01-09T00:00+00:00,5805,5.2,1001.0,3.2,71.0,0.0,
2005-01-09T00:00+00:00,5808,,,,,,
2005-01-09T00:00+00:00,5901,,,,,,
2005-01-09T00:00+00:00,5902,,,,,,
2005-01-09T00:00+00:00,5904,7.7,1002.9,4.5,73.0,0.2,
2005-01-09T00:00+00:00,5905,,,,,,
2005-01-09T00:00+00:00,5916,,,,,,
2005-01-09T00:00+00:00,5917,7.0,1004.5,4.5,71.0,0.0,
2005-01-09T00:00+00:00,5925,9.1,1008.0,4.5,70.0,0.0,
2005-01-09T00:00+00:00,5935,7.6,1008.9,2.6,72.0,0.1,
2005-01-09T00:00+00:00,5963,,,,,,
2005-01-09T00:00+00:00,5965,,,,,,
2005-01-10T00:00+00:00,105,5.4,1003.4,1.0,86.0,7.9,5904
2005-01-10T00:00+00:00,106,5.2,1001.5,1.0,81.0,7.9,5805
2005-01-10T00:00+00:00,107,4.7,1005.0,1.5,86.0,7.1,5917
2005-01-10T00:00+00:00,4102,,,,,,
2005-01-10T00:00+00:00,4115,,,,,,
2005-01-10T00:00+00:00,4120,,,,,,
2005-01-10T00:00+00:00,5802,,,,,,
2005-01-10T00:00+00:00,5804,,,,,,
2005-01-10T00:00+00:00,5805,5.2,1001.5,1.0,81.0,7.9,
2005-01-10T00:00+00:00,5808,,,,,,
2005-01-10T00:00+00:00,5901,,,,,,
2005-01-10T00:00+00:00,5902,,,,,,
2005-01-10T00:00+00:00,5904,5.4,1003.4,1.0,86.0,7.9,
2005-01-10T00:00+00:00,5905,,,,,,
2005-01-10T00:00+00:00,5916,,,,,,
2005-01-10T00:00+00:00,5917,4.7,1005.0,1.5,86.0,7.1,
2005-01-10T00:00+00:00,5925,7.3,1008.6,1.0,82.0,8.0,
2005-01-10T00:00+00:00,5935,5.1,1009.7,1.0,84.0,7.5,
2005-01-10T00:00+00:00,5963,,,,,,
2005-01-10T00:00+00:00,5965,,,,,,
2005-01-11T00:00+00:00,105,5.6,1003.6,2.6,67.0,8.1,5904
2005-01-11T00:00+00:00,106,4.7,1001.7,2.1,70.0,8.0,5805
2005-01-11T00:00+00:00,107,4.6,1005.2,2.6,63.0,7.0,5917
2005-01-11T00:00+00:00,4102,,,,,,
2005-01-11T00:00+00:00,4115,,,,,,
2005-01-11T00:00+00:00,4120,,,,,,
2005-01-11T00:00+00:00,5802,,,,,,
2005-01-11T00:00+00:00,5804,,,,,,
2005-01-11T00:00+00:00,5805,4.7,1001.7,2.1,70.0,8.0,
2005-01-11T00:00+00:00,5808,,,,,,
2005-01-11T00:00+00:00,5901,,,,,,
2005-01-11T00:00+00:00,5902,,,,,,
2005-01-11T00:00+00:00,5904,5.6,1003.6,2.6,67.0,8.1,
2005-01-11T00:00+00:00,5905,,,,,,
2005-01-11T00:00+00:00,5916,,,,,,
2005-01-11T00:00+00:00,5917,4.6,1005.2,2.6,63.0,7.0,
2005-01-11T00:00+00:00,5925,7.5,1008.7,2.6,61.0,7.8,
2005-01-11T00:00+00:00,5935,5.5,1009.9,1.5,72.0,7.3,
2005-01-11T00:00+00:00,5963,,,,,,
2005-01-11T00:00+00:00,5965,,,,,,
2005-01-12T00:00+00:00,105,3.7,1001.2,1.0,80.0,5.4,5904
2005-01-12T00:00+00:00,106,4.9,999.2,0.6,72.0,6.0,5805
2005-01-12T00:00+00:00,107,4.3,1002.8,2.1,81.0,5.9,5917
2005-01-12T00:00+00:00,4102,,,,,,
2005-01-12T00:00+00:00,4115,,,,,,
2005-01-12T00:00+00:00,4120,,,,,,
2005-01-12T00:00+00:00,5802,,,,,,
2005-01-12T00:00+00:00,5804,,,,,,
2005-01-12T00:00+00:00,5805,4.9,999.2,0.6,72.0,6.0,
2005-01-12T00:00+00:00,5808,,,,,,
2005-01-12T00:00+00:00,5901,,,,,,
2005-01-12T00:00+00:00,5902,,,,,,
2005-01-12T00:00+00:00,5904,3.7,1001.2,1.0,80.0,5.4,
2005-01-12T00:00+00:00,5905,,,,,,
2005-01-12T00:00+00:00,5916,,,,,,
2005-01-12T00:00+00:00,5917,4.3,1002.8,2.1,81.0,5.9,
2005-01-12T00:00+00:00,5925,6.8,1006.3,1.0,74.0,6.0,
2005-01-12T00:00+00:00,5935,2.9,1007.5,0.6,85.0,4.7,
2005-01-12T00:00+00:00,5963,,,,,,
2005-01-12T00:00+00:00,5965,,,,,,
2005-01-13T00:00+00:00,105,4.0,999.6,3.2,80.0,0.5,5904
2005-01-13T00:00+00:00,106,4.1,997.6,2.6,79.0,0.4,5805
2005-01-13T00:00+00:00,107,3.5,1001.3,3.2,81.0,0.0,5917
2005-01-13T00:00+00:00,4102,,,,,,
2005-01-13T00:00+00:00,4115,,,,,,
2005-01-13T00:00+00:00,4120,,,,,,
2005-01-13T00:00+00:00,5802,,,,,,
2005-01-13T00:00+00:00,5804,,,,,,
2005-01-13T00:00+00:00,5805,4.1,997.6,2.6,79.0,0.4,
2005-01-13T00:00+00:00,5808,,,,,,
2005-01-13T00:00+00:00,5901,,,,,,
2005-01-13T00:00+00:00,5902,,,,,,
2005-01-13T00:00+00:00,5904,4.0,999.6,3.2,80.0,0.5,
2005-01-13T00:00+00:00,5905,,,,,,
2005-01-13T00:00+00:00,5916,,,,,,
2005-01-13T00:00+00:00,5917,3.5,1001.3,3.2,81.0,0.0,
2005-01-13T00:00+00:00,5925,5.4,1004.7,3.2,82.0,0.4,
2005-01-13T00:00+00:00,5935,4.4,1005.8,2.1,80.0,0.4,
2005-01-13T00:00+00:00,5963,,,,,,
2005-01-13T00:00+00:00,5965,,,,,,
2005-01-14T00:00+00:00,105,3.6,1002.5,4.5,69.0,1.5,5904
2005-01-14T00:00+00:00,106,3.5,1000.6,3.2,69.0,1.4,5805
2005-01-14T00:00+00:00,107,3.7,1004.0,4.5,68.0,2.5,5917
2005-01-14T00:00+00:00,4102,,,,,,
2005-01-14T00:00+00:00,4115,,,,,,
2005-01-14T00:00+00:00,4120,,,,,,
2005-01-14T00:00+00:00,5802,,,,,,
2005-01-14T00:00+00:00,5804,,,,,,
2005-01-14T00:00+00:00,5805,3.5,1000.6,3.2,69.0,1.4,
2005-01-14T00:00+00:00,5808,,,,,,
2005-01-14T00:00+00:00,5901,,,,,,
2005-01-14T00:00+00:00,5902,,,,,,
2005-01-14T00:00+00:00,5904,3.6,1002.5,4.5,69.0,1.5,
2005-01-14T00:00+00:00,5905,,,,,,
2005-01-14T00:00+00:00,5916,,,,,,
2005-01-14T00:00+00:00,5917,3.7,1004.0,4.5,68.0,2.5,
2005-01-14T00:00+00:00,5925,4.7,1007.6,4.5,71.0,1.8,
2005-01-14T00:00+00:00,5935,3.9,1008.7,3.2,65.0,1.3,
2005-01-14T00:00+00:00,5963,,,,,,
2005-01-14T00:00+00:00,5965,,,,,,
2005-01-15T00:00+00:00,105,3.3,1004.6,3.8,65.0,0.3,5904
2005-01-15T00:00+00:00,106,2.3,1002.9,2.1,71.0,0.1,5805
2005-01-15T00:00+00:00,107,2.7,1006.0,3.2,68.0,0.2,5917
2005-01-15T00:00+00:00,4102,,,,,,
2005-01-15T00:00+00:00,4115,,,,,,
2005-01-15T00:00+00:00,4120,,,,,,
2005-01-15T00:00+00:00,5802,,,,,,
2005-01-15T00:00+00:00,5804,,,,,,
2005-01-15T00:00+00:00,5805,2.3,1002.9,2.1,71.0,0.1,
2005-01-15T00:00+00:00,5808,,,,,,
2005-01-15T00:00+00:00,5901,,,,,,
2005-01-15T00:00+00:00,5902,,,,,,
2005-01-15T00:00+00:00,5904,3.3,1004.6,3.8,65.0,0.3,
2005-01-15T00:00+00:00,5905,,,,,,
2005-01-15T00:00+00:00,5916,,,,,,
2005-01-15T00:00+00:00,5917,2.7,1006.0,3.2,68.0,0.2,
2005-01-15T00:00+00:00,5925,3.9,1009.8,3.8,69.0,0.0,
2005-01-15T00:00+00:00,5935,3.3,1010.8,2.6,68.0,0.3,
2005-01-15T00:00+00:00,5963,,,,,,
2005-01-15T00:00+00:00,5965,,,,,,
2005-01-16T00:00+00:00,105,-0.3,1006.2,2.1,78.0,8.2,5904
2005-01-16T00:00+00:00,106,-1.6,1004.2,1.5,79.0,8.1,5805
2005-01-16T00:00+00:00,107,-0.6,1007.7,2.1,80.0,7.1,5917
2005-01-16T00:00+00:00,4102,,,,,,
2005-01-16T00:00+00:00,4115,,,,,,
2005-01-16T00:00+00:00,4120,,,,,,
2005-01-16T00:00+00:00,5802,,,,,,
2005-01-16T00:00+00:00,5804,,,,,,
2005-01-16T00:00+00:00,5805,-1.6,1004.2,1.5,79.0,8.1,
2005-01-16T00:00+00:00,5808,,,,,,
2005-01-16T00:00+00:00,5901,,,,,,
2005-01-16T00:00+00:00,5902,,,,,,
2005-01-16T00:00+00:00,5904,-0.3,1006.2,2.1,78.0,8.2,
2005-01-16T00:00+00:00,5905,,,,,,
2005-01-16T00:00+00:00,5916,,,,,,
2005-01-16T00:00+00:00,5917,-0.6,1007.7,2.1,80.0,7.1,
2005-01-16T00:00+00:00,5925,1.7,1011.4,2.1,77.0,8.1,
2005-01-16T00:00+00:00,5935,-0.3,1012.6,1.5,79.0,7.7,
2005-01-16T00:00+00:00,5963,,,,,,
2005-01-16T00:00+00:00,5965,,,,,,
2005-01-17T00:00+00:00,105,-0.6,1001.1,2.1,72.0,8.4,5904
2005-01-17T00:00+00:00,106,-2.2,999.1,1.0,72.0,8.2,5805
2005-01-17T00:00+00:00,107,-1.5,1002.6,2.6,72.0,7.4,5917
2005-01-17T00:00+00:00,4102,,,,,,
2005-01-17T00:00+00:00,4115,,,,,,
2005-01-17T00:00+00:00,4120,,,,,,
2005-01-17T00:00+00:00,5802,,,,,,
2005-01-17T00:00+00:00,5804,,,,,,
2005-01-17T00:00+00:00,5805,-2.2,999.1,1.0,72.0,8.2,
2005-01-17T00:00+00:00,5808,,,,,,
2005-01-17T00:00+00:00,5901,,,,,,
2005-01-17T00:00+00:00,5902,,,,,,
2005-01-17T00:00+00:00,5904,-0.6,1001.1,2.1,72.0,8.4,
2005-01-17T00:00+00:00,5905,,,,,,
2005-01-17T00:00+00:00,5916,,,,,,
2005-01-17T00:00+00:00,5917,-1.5,1002.6,2.6,72.0,7.4,
2005-01-17T00:00+00:00,5925,1.2,1006.3,2.1,71.0,8.3,
2005-01-17T00:00+00:00,5935,-1.2,1007.5,2.1,72.0,7.8,
2005-01-17T00:00+00:00,5963,,,,,,
2005-01-17T00:00+00:00,5965,,,,,,
2005-01-18T00:00+00:00,105,-2.9,984.5,4.5,91.0,0.0,5904
2005-01-18T00:00+00:00,106,-4.3,982.3,3.8,91.0,0.0,5805
2005-01-18T00:00+00:00,107,-3.9,986.0,5.2,95.0,0.0,5917
2005-01-18T00:00+00:00,4102,,,,,,
2005-01-18T00:00+00:00,4115,,,,,,
2005-01-18T00:00+00:00,4120,,,,,,
2005-01-18T00:00+00:00,5802,,,,,,
2005-01-18T00:00+00:00,5804,,,,,,
2005-01-18T00:00+00:00,5805,-4.3,982.3,3.8,91.0,0.0,
2005-01-18T00:00+00:00,5808,,,,,,
2005-01-18T00:00+00:00,5901,,,,,,
2005-01-18T00:00+00:00,5902,,,,,,
2005-01-18T00:00+00:00,5904,-2.9,984.5,4.5,91.0,0.0,
2005-01-18T00:00+00:00,5905,,,,,,
2005-01-18T00:00+00:00,5916,,,,,,
2005-01-18T00:00+00:00,5917,-3.9,986.0,5.2,95.0,0.0,
2005-01-18T00:00+00:00,5925,-1.7,989.8,3.8,90.0,0.0,
2005-01-18T00:00+00:00,5935,-2.3,991.0,2.6,90.0,0.0,
2005-01-18T00:00+00:00,5963,,,,,,
2005-01-18T00:00+00:00,5965,,,,,,
2005-01-19T00:00+00:00,105,-0.1,985.8,3.2,78.0,3.0,5904
2005-01-19T00:00+00:00,106,-0.1,983.7,3.2,75.0,3.2,5805
2005-01-19T00:00+00:00,107,-0.2,987.4,3.8,78.0,3.7,5917
2005-01-19T00:00+00:00,4102,,,,,,
2005-01-19T00:00+00:00,4115,,,,,,
2005-01-19T00:00+00:00,4120,,,,,,
2005-01-19T00:00+00:00,5802,,,,,,
2005-01-19T00:00+00:00,5804,,,,,,
2005-01-19T00:00+00:00,5805,-0.1,983.7,3.2,75.0,3.2,
2005-01-19T00:00+00:00,5808,,,,,,
2005-01-19T00:00+00:00,5901,,,,,,
2005-01-19T00:00+00:00,5902,,,,,,
2005-01-19T00:00+00:00,5904,-0.1,985.8,3.2,78.0,3.0,
2005-01-19T00:00+00:00,5905,,,,,,
2005-01-19T00:00+00:00,5916,,,,,,
2005-01-19T00:00+00:00,5917,-0.2,987.4,3.8,78.0,3.7,
2005-01-19T00:00+00:00,5925,0.5,990.9,3.8,80.0,3.7,
2005-01-19T00:00+00:00,5935,0.8,991.8,2.1,74.0,3.0,
2005-01-19T00:00+00:00,5963,,,,,,
2005-01-19T00:00+00:00,5965,,,,,,
2005-01-20T00:00+00:00,105,4.6,981.3,6.7,72.0,0.1,5904
2005-01-20T00:00+00:00,106,2.6,979.6,4.5,79.0,0.0,5805
2005-01-20T00:00+00:00,107,3.8,983.3,6.7,73.0,0.0,5917
2005-01-20T00:00+00:00,4102,,,,,,
2005-01-20T00:00+00:00,4115,,,,,,
2005-01-20T00:00+00:00,4120,,,,,,
2005-01-20T00:00+00:00,5802,,,,,,
2005-01-20T00:00+00:00,5804,,,,,,
2005-01-20T00:00+00:00,5805,2.6,979.6,4.5,79.0,0.0,
2005-01-20T00:00+00:00,5808,,,,,,
2005-01-20T00:00+00:00,5901,,,,,,
2005-01-20T00:00+00:00,5902,,,,,,
2005-01-20T00:00+00:00,5904,4.6,981.3,6.7,72.0,0.1,
2005-01-20T00:00+00:00,5905,,,,,,
2005-01-20T00:00+00:00,5916,,,,,,
2005-01-20T00:00+00:00,5917,3.8,983.3,6.7,73.0,0.0,
2005-01-20T00:00+00:00,5925,5.5,986.5,5.2,73.0,0.1,
2005-01-20T00:00+00:00,5935,5.2,987.4,5.2,69.0,0.0,
2005-01-20T00:00+00:00,5963,,,,,,
2005-01-20T00:00+00:00,5965,,,,,,
2005-01-21T00:00+00:00,105,6.1,975.0,5.9,81.0,1.3,5904
2005-01-21T00:00+00:00,106,5.9,973.3,3.8,83.0,0.9,5805
2005-01-21T00:00+00:00,107,6.7,976.8,6.7,82.0,1.3,5917
2005-01-21T00:00+00:00,4102,,,,,,
2005-01-21T00:00+00:00,4115,,,,,,
2005-01-21T00:00+00:00,4120,,,,,,
2005-01-21T00:00+00:00,5802,,,,,,
2005-01-21T00:00+00:00,5804,,,,,,
2005-01-21T00:00+00:00,5805,5.9,973.3,3.8,83.0,0.9,
2005-01-21T00:00+00:00,5808,,,,,,
2005-01-21T00:00+00:00,5901,,,,,,
2005-01-21T00:00+00:00,5902,,,,,,
2005-01-21T00:00+00:00,5904,6.1,975.0,5.9,81.0,1.3,
2005-01-21T00:00+00:00,5905,,,,,,
2005-01-21T00:00+00:00,5916,,,,,,
2005-01-21T00:00+00:00,5917,6.7,976.8,6.7,82.0,1.3,
2005-01-21T00:00+00:00,5925,7.3,980.2,5.9,83.0,1.5,
2005-01-21T00:00+00:00,5935,6.4,981.0,5.2,74.0,1.2,
2005-01-21T00:00+00:00,5963,,,,,,
2005-01-21T00:00+00:00,5965,,,,,,
2005-01-22T00:00+00:00,105,3.1,983.2,7.5,69.0,1.5,5904
2005-01-22T00:00+00:00,106,2.9,981.6,4.5,68.0,1.7,5805
2005-01-22T00:00+00:00,107,3.4,984.7,7.5,66.0,1.7,5917
2005-01-22T00:00+00:00,4102,,,,,,
2005-01-22T00:00+00:00,4115,,,,,,
2005-01-22T00:00+00:00,4120,,,,,,
2005-01-22T00:00+00:00,5802,,,,,,
2005-01-22T00:00+00:00,5804,,,,,,
2005-01-22T00:00+00:00,5805,2.9,981.6,4.5,68.0,1.7,
2005-01-22T00:00+00:00,5808,,,,,,
2005-01-22T00:00+00:00,5901,,,,,,
2005-01-22T00:00+00:00,5902,,,,,,
2005-01-22T00:00+00:00,5904,3.1,983.2,7.5,69.0,1.5,
2005-01-22T00:00+00:00,5905,,,,,,
2005-01-22T00:00+00:00,5916,,,,,,
2005-01-22T00:00+00:00,5917,3.4,984.7,7.5,66.0,1.7,
2005-01-22T00:00+00:00,5925,3.9,988.2,6.7,71.0,1.4,
2005-01-22T00:00+00:00,5935,3.6,989.2,4.5,68.0,1.5,
2005-01-22T00:00+00:00,5963,,,,,,
2005-01-22T00:00+00:00,5965,,,,,,
2005-01-23T00:00+00:00,105,2.5,988.6,3.8,76.0,4.1,5904
2005-01-23T00:00+00:00,106,1.7,986.7,3.2,84.0,1.6,5805
2005-01-23T00:00+00:00,107,1.9,990.3,3.8,89.0,2.2,5917
2005-01-23T00:00+00:00,4102,,,,,,
2005-01-23T00:00+00:00,4115,,,,,,
2005-01-23T00:00+00:00,4120,,,,,,
2005-01-23T00:00+00:00,5802,,,,,,
2005-01-23T00:00+00:00,5804,,,,,,
2005-01-23T00:00+00:00,5805,1.7,986.7,3.2,84.0,1.6,
2005-01-23T00:00+00:00,5808,,,,,,
2005-01-23T00:00+00:00,5901,,,,,,
2005-01-23T00:00+00:00,5902,,,,,,
2005-01-23T00:00+00:00,5904,2.5,988.6,3.8,76.0,4.1,
2005-01-23T00:00+00:00,5905,,,,,,
2005-01-23T00:00+00:00,5916,,,,,,
2005-01-23T00:00+00:00,5917,1.9,990.3,3.8,89.0,2.2,
2005-01-23T00:00+00:00,5925,2.8,993.8,3.8,81.0,3.0,
2005-01-23T00:00+00:00,5935,3.0,994.8,3.2,75.0,3.8,
